company_id,price,volume,pe_ratio,revenue,profit,employees,profit_margin,rev_per_employee,valuation_status,company_size
600,300.26,2480932,28.95,62234.18,19236.15,28433,30.91,2.1888,Fair Value,Small
601,927.78,1754753,12.58,63674.19,14631.84,21773,22.98,2.9245,Undervalued,Small
602,1465.09,504772,16.11,47459.24,9848.42,114521,20.75,0.4144,Fair Value,Large
603,967.35,1815499,42.73,44862.88,12651.28,40970,28.2,1.095,Overvalued,Small
604,534.64,671107,21.03,49920.62,14819.69,127636,29.69,0.3911,Fair Value,Large
605,691.12,2175406,42.21,86243.48,12284.29,71201,14.24,1.2113,Overvalued,Medium
606,2357.82,2617334,36.91,46655.52,431.85,22921,0.93,2.0355,Overvalued,Small
607,1111.04,2186213,12.97,94053.25,3975.99,25594,4.23,3.6748,Undervalued,Small
608,1884.92,3458509,27.84,50896.37,16228.32,99577,31.89,0.5111,Fair Value,Medium
609,2566.74,2879499,35.48,94970.87,5525.75,126183,5.82,0.7526,Overvalued,Large
610,3482.93,2013722,15.58,83450.36,14658.09,112798,17.57,0.7398,Fair Value,Large
611,292.63,2910860,42.38,36880.7,7505.19,111660,20.35,0.3303,Overvalued,Large
612,4017.11,648884,29.52,86500.5,10485.5,132007,12.12,0.6553,Fair Value,Large
613,3176.71,2099254,12.44,11896.27,1452.67,18746,12.21,0.6346,Undervalued,Small
614,500.62,1087471,31.23,92579.67,3706.39,123877,4.0,0.7474,Overvalued,Large
615,4380.54,4353486,49.99,63532.71,19148.22,77460,30.14,0.8202,Overvalued,Medium
616,4612.27,4256532,11.77,6384.68,17813.75,37435,279.01,0.1706,Undervalued,Small
617,399.28,1801667,41.75,64781.42,13080.27,69451,20.19,0.9328,Overvalued,Medium
618,1456.7,3717556,14.33,97450.52,9246.93,115034,9.49,0.8471,Undervalued,Large
619,4050.39,2967340,40.21,7910.26,13547.65,133601,171.27,0.0592,Overvalued,Large
620,3766.47,358517,38.06,55914.08,12410.34,42050,22.2,1.3297,Overvalued,Small
621,1004.15,1457133,18.52,75031.64,11414.19,60754,15.21,1.235,Fair Value,Medium
622,1125.81,805475,19.66,81215.6,1277.62,107522,1.57,0.7553,Fair Value,Large
623,1915.31,4039311,40.66,41968.92,12692.77,110034,30.24,0.3814,Overvalued,Large
624,2474.16,848013,25.77,21212.49,15401.51,120075,72.61,0.1767,Fair Value,Large
625,3129.45,2888890,37.89,5191.89,19882.22,199315,382.95,0.026,Overvalued,Enterprise
626,1907.68,1352078,11.66,58392.89,320.46,91286,0.55,0.6397,Undervalued,Medium
627,2366.42,4438843,43.37,45838.2,14630.45,104334,31.92,0.4393,Overvalued,Large
628,3762.61,524226,36.99,94925.7,11478.61,102426,12.09,0.9268,Overvalued,Large
629,279.75,3767591,45.81,6999.89,8737.64,77627,124.83,0.0902,Overvalued,Medium
630,1336.94,3367727,10.96,68854.14,2638.65,86804,3.83,0.7932,Undervalued,Medium
631,3595.41,4217923,31.69,3471.66,8240.79,162271,237.37,0.0214,Overvalued,Enterprise
632,4486.51,3703101,31.96,17971.98,7152.11,170557,39.8,0.1054,Overvalued,Enterprise
633,2607.22,4994640,20.91,45904.32,6126.31,167091,13.35,0.2747,Fair Value,Enterprise
634,2707.36,798956,25.63,46032.37,14644.5,97052,31.81,0.4743,Fair Value,Medium
635,625.14,4001529,6.71,68884.35,14044.44,60882,20.39,1.1314,Undervalued,Medium
636,2292.32,3503096,38.56,91111.09,11821.5,71216,12.97,1.2794,Overvalued,Medium
637,2709.82,4380669,29.72,64264.18,18779.43,89726,29.22,0.7162,Fair Value,Medium
638,1288.11,854950,7.6,95399.97,7062.1,171559,7.4,0.5561,Undervalued,Enterprise
639,1419.29,275211,35.63,88279.95,4951.66,146995,5.61,0.6006,Overvalued,Large
640,1948.69,4192966,26.01,58865.48,13152.48,46115,22.34,1.2765,Fair Value,Small
641,198.35,4357950,6.55,83545.4,4056.4,102977,4.86,0.8113,Undervalued,Large
642,1678.19,365798,48.63,64615.18,6368.71,15439,9.86,4.1852,Overvalued,Small
643,1136.1,1630814,47.71,8777.23,4569.59,134663,52.06,0.0652,Overvalued,Large
644,1704.74,1983376,28.08,74315.91,1476.16,131878,1.99,0.5635,Fair Value,Large
645,686.83,3991113,9.22,10395.94,16567.22,97593,159.36,0.1065,Undervalued,Medium
646,4463.58,3121097,38.96,59814.2,5165.36,146900,8.64,0.4072,Overvalued,Large
647,3008.6,255683,27.14,70561.38,9513.25,138169,13.48,0.5107,Fair Value,Large
648,3427.6,3103475,18.61,7586.23,961.97,191580,12.68,0.0396,Fair Value,Enterprise
649,3966.94,4926563,27.11,23848.67,14016.86,189269,58.77,0.126,Fair Value,Enterprise
650,2542.37,4830741,28.51,91651.55,6678.16,129626,7.29,0.707,Fair Value,Large
651,525.91,2087755,30.32,62015.13,14920.26,169695,24.06,0.3655,Overvalued,Enterprise
652,2731.82,2006039,24.86,25382.32,8306.82,121748,32.73,0.2085,Fair Value,Large
653,2975.52,4861260,32.26,69377.3,3995.54,25263,5.76,2.7462,Overvalued,Small
654,3752.65,1555465,46.34,60080.87,10312.18,148890,17.16,0.4035,Overvalued,Large
655,2215.13,4292814,21.3,50655.99,2697.04,87608,5.32,0.5782,Fair Value,Medium
656,725.14,1094170,37.66,97642.51,8866.73,39719,9.08,2.4583,Overvalued,Small
657,1490.5,2809644,45.25,68661.92,6414.38,12226,9.34,5.6161,Overvalued,Small
658,1879.1,311830,25.52,38168.67,18248.0,65026,47.81,0.587,Fair Value,Medium
659,3264.99,3662613,24.96,80207.27,1312.48,40733,1.64,1.9691,Fair Value,Small
660,2896.81,3429049,32.1,88573.75,13910.95,3417,15.71,25.9215,Overvalued,Small
661,1844.87,4855976,31.61,13396.84,3736.75,45080,27.89,0.2972,Overvalued,Small
662,4933.92,621998,41.3,20854.74,6449.0,44215,30.92,0.4717,Overvalued,Small
663,3068.3,4160119,26.44,22406.47,8368.73,192818,37.35,0.1162,Fair Value,Enterprise
664,1262.41,3846169,49.83,69429.97,18169.5,43258,26.17,1.605,Overvalued,Small
665,598.73,175388,7.68,60700.92,4927.31,187135,8.12,0.3244,Undervalued,Enterprise
666,849.01,1875767,5.14,62280.16,1917.05,178803,3.08,0.3483,Undervalued,Enterprise
667,1305.19,2429753,33.81,94136.56,6441.92,180488,6.84,0.5216,Overvalued,Enterprise
668,887.34,1597618,18.43,77815.24,2183.05,105464,2.81,0.7378,Fair Value,Large
669,1014.18,4121080,15.82,13665.76,2659.07,190514,19.46,0.0717,Fair Value,Enterprise
670,1496.97,4528690,19.04,35403.2,11519.63,15604,32.54,2.2689,Fair Value,Small
671,949.53,3589443,16.52,44103.97,1311.95,199765,2.97,0.2208,Fair Value,Enterprise
672,4494.15,2658944,6.39,40200.2,715.52,157832,1.78,0.2547,Undervalued,Enterprise
673,493.15,601174,48.72,67261.55,14316.84,37296,21.29,1.8035,Overvalued,Small
674,2670.11,2981777,14.93,89297.42,7296.78,66038,8.17,1.3522,Undervalued,Medium
675,2110.94,2848996,38.03,31299.09,2594.97,139777,8.29,0.2239,Overvalued,Large
676,4913.66,295246,39.32,55635.84,5146.89,57488,9.25,0.9678,Overvalued,Medium
677,648.99,3796176,46.82,79151.53,12877.52,55601,16.27,1.4236,Overvalued,Medium
678,2049.49,2443394,6.37,42205.59,5583.18,184481,13.23,0.2288,Undervalued,Enterprise
679,4850.41,611083,44.24,17643.69,9940.97,27143,56.34,0.65,Overvalued,Small
680,4340.98,1112384,28.73,48020.15,2521.74,33735,5.25,1.4235,Fair Value,Small
681,4103.65,966964,33.46,6467.03,11803.06,80791,182.51,0.08,Overvalued,Medium
682,1363.72,149104,34.0,94295.96,6389.95,33232,6.78,2.8375,Overvalued,Small
683,937.35,3156277,41.89,8407.3,12576.67,15466,149.59,0.5436,Overvalued,Small
684,3376.35,963663,20.0,44407.21,16187.06,94044,36.45,0.4722,Fair Value,Medium
685,4653.94,4858982,37.99,53458.24,12271.76,193752,22.96,0.2759,Overvalued,Enterprise
686,2828.14,4500072,28.79,98545.08,5985.38,115367,6.07,0.8542,Fair Value,Large
687,2900.9,1306861,40.7,17436.16,5189.3,189061,29.76,0.0922,Overvalued,Enterprise
688,1471.9,3219612,49.57,12328.72,6615.68,39336,53.66,0.3134,Overvalued,Small
689,3870.52,2991005,14.03,1861.91,3375.95,4250,181.32,0.4381,Undervalued,Small
690,1016.51,4836319,49.76,16401.57,3705.32,111469,22.59,0.1471,Overvalued,Large
691,1686.03,357681,9.04,21520.02,15834.75,19523,73.58,1.1023,Undervalued,Small
692,2184.64,194018,5.1,63427.51,7756.18,4237,12.23,14.9699,Undervalued,Small
693,2587.29,2098197,6.99,22750.97,8776.3,30092,38.58,0.756,Undervalued,Small
694,1287.81,2154780,20.38,3031.56,11921.58,110640,393.25,0.0274,Fair Value,Large
695,662.7,3539782,33.48,82835.22,11834.1,115240,14.29,0.7188,Overvalued,Large
696,3092.04,4523408,8.11,37193.97,1440.8,176093,3.87,0.2112,Undervalued,Enterprise
697,1514.29,942186,5.25,36015.97,16647.66,121325,46.22,0.2969,Undervalued,Large
698,2948.07,4487814,47.17,30945.42,3628.8,67017,11.73,0.4618,Overvalued,Medium
699,856.38,1593293,41.99,97561.95,14489.13,73790,14.85,1.3222,Overvalued,Medium
700,2457.59,2651314,41.41,17841.43,15476.15,34335,86.74,0.5196,Overvalued,Small
701,2709.69,1224905,44.8,89925.57,14326.5,19222,15.93,4.6783,Overvalued,Small
702,353.94,3205958,36.5,77903.53,11621.66,24056,14.92,3.2384,Overvalued,Small
703,1749.36,4989196,9.7,8571.52,390.72,63979,4.56,0.134,Undervalued,Medium
704,758.63,3358084,22.96,98686.18,7271.47,58660,7.37,1.6823,Fair Value,Medium
705,410.54,304451,37.54,27865.23,12136.3,110410,43.55,0.2524,Overvalued,Large
706,4950.81,2080290,17.62,10759.71,7810.28,199857,72.59,0.0538,Fair Value,Enterprise
707,1679.53,3524328,35.93,83102.11,17283.25,155832,20.8,0.5333,Overvalued,Enterprise
708,4068.38,4849959,6.1,70960.88,6245.17,1268,8.8,55.9628,Undervalued,Small
709,1347.74,503322,18.78,62104.66,5941.34,45224,9.57,1.3733,Fair Value,Small
710,3439.36,4671843,29.71,16442.11,5393.35,167069,32.8,0.0984,Fair Value,Enterprise
711,3825.12,4410796,33.44,48371.12,6722.34,146204,13.9,0.3308,Overvalued,Large
712,3018.63,4177716,30.97,78275.05,11192.36,52897,14.3,1.4798,Overvalued,Medium
713,2410.72,4459879,36.4,31058.77,14169.6,35394,45.62,0.8775,Overvalued,Small
714,2118.02,2190545,5.27,31857.29,13285.1,174999,41.7,0.182,Undervalued,Enterprise
715,1809.45,2008802,9.54,1310.95,16173.58,3616,1233.73,0.3625,Undervalued,Small
716,4654.69,1648075,44.1,18250.1,17729.69,150923,97.15,0.1209,Overvalued,Enterprise
717,4170.04,593948,35.68,87665.16,16339.97,30473,18.64,2.8768,Overvalued,Small
718,4828.63,4268962,10.08,44732.9,477.01,122126,1.07,0.3663,Undervalued,Large
719,709.06,3844085,42.89,98439.22,14744.77,30370,14.98,3.2413,Overvalued,Small
720,3681.25,880641,15.9,40175.09,4247.15,141558,10.57,0.2838,Fair Value,Large
721,4697.87,4566134,26.52,71803.46,2745.27,195989,3.82,0.3664,Fair Value,Enterprise
722,988.04,1654205,11.53,28909.99,12805.93,65284,44.3,0.4428,Undervalued,Medium
723,425.83,1804597,36.95,37017.15,6462.89,37979,17.46,0.9747,Overvalued,Small
724,3731.49,3865689,35.01,19881.87,1236.63,49697,6.22,0.4001,Overvalued,Small
725,2914.92,2651331,14.5,35359.17,2838.83,170304,8.03,0.2076,Undervalued,Enterprise
726,4224.96,3227748,43.85,55176.51,118.5,3726,0.21,14.8085,Overvalued,Small
727,784.88,935036,23.06,99185.52,18074.15,86036,18.22,1.1528,Fair Value,Medium
728,3996.81,2469822,18.16,66755.97,589.9,81615,0.88,0.8179,Fair Value,Medium
729,1087.97,4101070,11.85,20725.35,4268.17,55490,20.59,0.3735,Undervalued,Medium
730,901.91,2488278,16.98,5451.18,8383.63,147817,153.79,0.0369,Fair Value,Large
731,904.9,2983791,5.99,13509.29,7195.77,54244,53.27,0.249,Undervalued,Medium
732,4091.42,4280413,31.25,56692.96,18243.34,144554,32.18,0.3922,Overvalued,Large
733,3359.47,3596605,42.9,76750.87,901.75,4125,1.17,18.6063,Overvalued,Small
734,2663.02,1405487,29.7,94101.5,10293.07,174398,10.94,0.5396,Fair Value,Enterprise
735,1858.27,408623,14.87,2566.49,13641.54,79480,531.53,0.0323,Undervalued,Medium
736,4398.28,3747371,6.52,52753.25,18640.79,119010,35.34,0.4433,Undervalued,Large
737,2022.98,3396903,14.66,47615.87,12445.39,96155,26.14,0.4952,Undervalued,Medium
738,4101.34,2368115,23.73,65949.45,16094.73,126289,24.4,0.5222,Fair Value,Large
739,2251.76,1290402,39.18,56398.31,1766.13,134615,3.13,0.419,Overvalued,Large
740,1947.03,1247116,13.45,69016.88,7780.2,21495,11.27,3.2108,Undervalued,Small
741,2367.13,3056566,37.39,66150.18,7541.55,10825,11.4,6.1109,Overvalued,Small
742,1576.75,3872763,44.01,12584.16,17737.14,33561,140.95,0.375,Overvalued,Small
743,3763.29,410375,25.43,80172.07,3112.29,41215,3.88,1.9452,Fair Value,Small
744,2563.33,2226453,41.96,13200.02,3122.53,110184,23.66,0.1198,Overvalued,Large
745,1237.84,1371300,29.96,70154.53,6638.31,83832,9.46,0.8368,Fair Value,Medium
746,4507.92,3759731,33.67,42198.39,1183.87,79657,2.81,0.5298,Overvalued,Medium
747,1981.07,4488087,28.68,51871.22,3730.92,71360,7.19,0.7269,Fair Value,Medium
748,2763.41,3942411,25.84,90426.5,19307.67,159862,21.35,0.5657,Fair Value,Enterprise
749,4541.71,1115416,15.56,89098.49,8620.86,1507,9.68,59.1231,Fair Value,Small
750,3158.77,4963059,18.64,81967.77,12677.18,73668,15.47,1.1127,Fair Value,Medium
751,672.8,2414181,18.05,51504.69,14549.61,58660,28.25,0.878,Fair Value,Medium
752,4705.18,3504231,30.35,73887.74,7402.53,178512,10.02,0.4139,Overvalued,Enterprise
753,3175.77,3365696,10.4,51776.81,3029.82,148966,5.85,0.3476,Undervalued,Large
754,1741.04,4672148,46.26,87091.0,4210.96,151053,4.84,0.5766,Overvalued,Enterprise
755,782.43,4305003,37.43,40874.81,6334.0,180875,15.5,0.226,Overvalued,Enterprise
756,3990.72,3441861,23.07,97053.3,12757.76,175526,13.15,0.5529,Fair Value,Enterprise
757,3138.36,4828307,12.14,93299.95,8025.78,91388,8.6,1.0209,Undervalued,Medium
758,2713.96,2715804,44.69,74418.66,235.61,119120,0.32,0.6247,Overvalued,Large
759,4480.07,4412717,42.07,28662.17,10515.8,99401,36.69,0.2883,Overvalued,Medium
760,3964.13,2082243,37.48,14033.71,18438.12,14490,131.38,0.9685,Overvalued,Small
761,843.21,1792128,17.22,85615.64,16260.34,27407,18.99,3.1239,Fair Value,Small
762,1627.44,3513654,23.11,17364.93,16521.71,24602,95.14,0.7058,Fair Value,Small
763,1317.6,3370209,9.62,85571.82,15921.65,22586,18.61,3.7887,Undervalued,Small
764,3745.34,315400,13.51,49585.74,6542.24,111913,13.19,0.4431,Undervalued,Large
765,264.31,2757025,40.24,41249.12,15327.36,169430,37.16,0.2435,Overvalued,Enterprise
766,2892.46,3424664,37.18,90415.89,2948.91,188888,3.26,0.4787,Overvalued,Enterprise
767,3836.05,4686440,31.71,60781.25,13188.55,104020,21.7,0.5843,Overvalued,Large
768,4396.15,3694058,45.31,58084.79,12867.21,82868,22.15,0.7009,Overvalued,Medium
769,1776.2,4684258,31.25,56317.83,608.84,141920,1.08,0.3968,Overvalued,Large
770,4124.16,2235219,26.01,37745.78,15780.61,62885,41.81,0.6002,Fair Value,Medium
771,642.1,1846621,20.32,78778.67,18074.64,76150,22.94,1.0345,Fair Value,Medium
772,4247.62,4312377,47.32,26027.05,5421.56,22838,20.83,1.1396,Overvalued,Small
773,724.69,4330339,8.72,93950.6,16266.58,74331,17.31,1.2639,Undervalued,Medium
774,2046.71,1344625,46.89,89504.54,1739.88,73706,1.94,1.2143,Overvalued,Medium
775,4006.75,333782,42.2,34410.55,12039.36,41762,34.99,0.824,Overvalued,Small
776,834.6,4909109,10.85,73216.91,9764.37,118413,13.34,0.6183,Undervalued,Large
777,1223.33,3835466,30.42,57749.1,10963.88,15223,18.99,3.7935,Overvalued,Small
778,3639.04,1683246,43.99,34427.28,18531.48,156788,53.83,0.2196,Overvalued,Enterprise
779,3628.18,826331,30.73,98863.64,17439.17,11282,17.64,8.763,Overvalued,Small
780,3241.62,1894291,45.82,3498.5,15723.16,90469,449.43,0.0387,Overvalued,Medium
781,3500.35,3998606,47.43,26011.96,5546.6,193185,21.32,0.1346,Overvalued,Enterprise
782,2759.35,3082448,24.01,52487.33,18245.19,162503,34.76,0.323,Fair Value,Enterprise
783,1333.82,4961993,21.98,52673.35,2040.4,177270,3.87,0.2971,Fair Value,Enterprise
784,1793.91,2978117,47.13,59304.37,17081.25,26228,28.8,2.2611,Overvalued,Small
785,989.83,4581617,35.38,75415.94,6630.39,31656,8.79,2.3824,Overvalued,Small
786,4551.41,4381772,10.22,62724.31,1170.07,153048,1.87,0.4098,Undervalued,Enterprise
787,2958.62,2143037,6.9,60427.86,13420.2,140121,22.21,0.4313,Undervalued,Large
788,2064.17,4486007,30.41,6297.93,4702.47,52062,74.67,0.121,Overvalued,Medium
789,2363.83,3833149,46.86,38276.5,4947.07,90154,12.92,0.4246,Overvalued,Medium
790,4741.69,3187821,42.99,23973.52,6190.34,24199,25.82,0.9907,Overvalued,Small
791,851.42,2904802,35.41,27271.64,1367.33,143888,5.01,0.1895,Overvalued,Large
792,2972.53,4257263,11.26,55879.41,3624.83,183783,6.49,0.3041,Undervalued,Enterprise
793,2578.85,4588198,16.44,20751.03,202.28,170057,0.97,0.122,Fair Value,Enterprise
794,3096.13,1713325,44.4,30100.96,8963.65,53244,29.78,0.5653,Overvalued,Medium
795,188.74,3712744,13.23,24471.39,1776.68,196392,7.26,0.1246,Undervalued,Enterprise
796,4373.41,1226798,17.53,94901.79,13684.79,7937,14.42,11.9569,Fair Value,Small
797,4667.38,2833460,10.83,94521.91,4788.89,180527,5.07,0.5236,Undervalued,Enterprise
798,2869.15,4215362,35.42,61384.21,18877.13,178471,30.75,0.3439,Overvalued,Enterprise
799,3513.59,1803377,47.48,92527.72,17437.91,150331,18.85,0.6155,Overvalued,Enterprise
800,4620.25,1352557,17.1,78795.45,5859.87,125312,7.44,0.6288,Fair Value,Large
801,3565.47,4398515,26.39,59404.84,15685.99,116780,26.41,0.5087,Fair Value,Large
802,847.44,3432049,33.55,1637.09,16084.57,106902,982.51,0.0153,Overvalued,Large
803,2923.81,1590687,49.98,77479.11,19732.61,102513,25.47,0.7558,Overvalued,Large
804,3072.9,4781993,9.72,70546.35,11997.02,51112,17.01,1.3802,Undervalued,Medium
805,2178.24,1023160,27.44,61910.11,1731.12,130293,2.8,0.4752,Fair Value,Large
806,3708.58,4157025,22.33,76282.01,12972.06,190477,17.01,0.4005,Fair Value,Enterprise
807,4678.4,3702684,43.96,51779.29,12537.1,148278,24.21,0.3492,Overvalued,Large
808,4635.29,3047893,26.42,70704.24,12803.18,58223,18.11,1.2144,Fair Value,Medium
809,2309.11,3888963,9.99,93582.04,6212.2,111925,6.64,0.8361,Undervalued,Large
810,654.87,3974910,33.55,38204.7,17207.62,8820,45.04,4.3316,Overvalued,Small
811,4925.72,3251629,39.69,71104.06,19193.5,168833,26.99,0.4212,Overvalued,Enterprise
812,4210.6,2359776,5.13,48093.09,4432.48,152292,9.22,0.3158,Undervalued,Enterprise
813,710.85,3468045,43.65,67765.57,1854.23,150962,2.74,0.4489,Overvalued,Enterprise
814,4612.13,4987349,13.37,76526.44,3971.25,58755,5.19,1.3025,Undervalued,Medium
815,4362.49,4440092,29.84,5499.8,16428.99,190815,298.72,0.0288,Fair Value,Enterprise
816,2642.31,4932691,23.71,65013.44,13565.23,93548,20.87,0.695,Fair Value,Medium
817,2997.25,2732578,37.38,23447.38,12757.34,178546,54.41,0.1313,Overvalued,Enterprise
818,2055.11,1068616,21.7,67333.22,8095.68,174079,12.02,0.3868,Fair Value,Enterprise
819,368.33,4317733,44.14,47364.69,11598.78,181243,24.49,0.2613,Overvalued,Enterprise
820,1742.47,1350956,37.87,77581.72,6226.7,120607,8.03,0.6433,Overvalued,Large
821,4033.98,1590036,34.15,13216.68,9596.28,34912,72.61,0.3786,Overvalued,Small
822,122.7,2969729,40.83,63005.91,15881.95,49670,25.21,1.2685,Overvalued,Small
823,1734.15,1909377,38.93,28568.6,19626.71,51001,68.7,0.5602,Overvalued,Medium
824,2051.03,1165923,6.62,85445.22,18656.53,60286,21.83,1.4173,Undervalued,Medium
825,2733.24,1820856,22.76,92909.97,18683.93,122166,20.11,0.7605,Fair Value,Large
826,4607.29,656110,46.89,99643.43,8104.25,128464,8.13,0.7757,Overvalued,Large
827,1797.1,1064163,10.66,79804.73,9428.92,181423,11.81,0.4399,Undervalued,Enterprise
828,1800.07,3112539,38.17,75619.67,14142.14,196343,18.7,0.3851,Overvalued,Enterprise
829,3713.76,4302271,48.86,22334.58,18451.62,36260,82.61,0.616,Overvalued,Small
830,2315.87,4142879,7.35,34264.7,2925.69,19256,8.54,1.7794,Undervalued,Small
831,1200.56,3781887,35.7,47102.57,6154.41,76308,13.07,0.6173,Overvalued,Medium
832,2316.95,2422523,26.07,77564.72,2871.01,149101,3.7,0.5202,Fair Value,Large
833,790.2,3975358,31.06,91581.62,12278.97,197778,13.41,0.4631,Overvalued,Enterprise
834,964.3,1313261,8.84,19724.77,6195.39,193731,31.41,0.1018,Undervalued,Enterprise
835,2542.0,4846771,6.94,92314.38,6589.55,185377,7.14,0.498,Undervalued,Enterprise
836,2152.73,351537,35.01,69866.84,1511.23,199647,2.16,0.35,Overvalued,Enterprise
837,4582.74,1856124,42.05,61466.3,7060.94,195513,11.49,0.3144,Overvalued,Enterprise
838,1875.73,941531,40.19,20784.29,17263.68,95477,83.06,0.2177,Overvalued,Medium
839,2944.88,964645,29.47,6496.98,4738.15,42963,72.93,0.1512,Fair Value,Small
840,3198.1,1528127,9.49,57278.02,13934.23,65539,24.33,0.874,Undervalued,Medium
841,164.16,571082,35.96,65500.05,12629.6,138366,19.28,0.4734,Overvalued,Large
842,3351.33,2021277,15.88,21867.36,17283.34,121461,79.04,0.18,Fair Value,Large
843,972.38,4354849,46.0,56089.16,2732.53,197386,4.87,0.2842,Overvalued,Enterprise
844,4809.24,3547794,42.72,85792.85,19554.04,96276,22.79,0.8911,Overvalued,Medium
845,828.45,1715777,36.92,83671.53,11694.31,29877,13.98,2.8005,Overvalued,Small
846,2131.66,3604905,47.7,92808.16,19909.94,157355,21.45,0.5898,Overvalued,Enterprise
847,518.21,3612664,6.41,37222.7,18239.14,158617,49.0,0.2347,Undervalued,Enterprise
848,4984.68,1073181,38.13,32486.91,4508.19,198210,13.88,0.1639,Overvalued,Enterprise
849,2560.76,3216810,19.86,75193.17,1217.62,87301,1.62,0.8613,Fair Value,Medium
850,3017.39,1591633,45.77,43680.13,5187.22,147370,11.88,0.2964,Overvalued,Large
851,428.67,4995996,17.0,9667.32,10598.52,152583,109.63,0.0634,Fair Value,Enterprise
852,3774.81,1633854,37.62,28997.31,3514.77,181749,12.12,0.1595,Overvalued,Enterprise
853,1128.54,2161774,44.49,42439.65,3432.45,15967,8.09,2.658,Overvalued,Small
854,4500.47,2890358,6.87,29959.13,9305.61,62601,31.06,0.4786,Undervalued,Medium
855,1105.18,3960562,22.89,33888.35,762.03,145438,2.25,0.233,Fair Value,Large
856,1034.37,3290664,39.3,30083.81,2525.57,39522,8.4,0.7612,Overvalued,Small
857,279.09,1865524,25.47,5108.42,8375.64,166380,163.96,0.0307,Fair Value,Enterprise
858,2413.13,1350632,17.03,64072.38,1356.29,121644,2.12,0.5267,Fair Value,Large
859,2867.72,2422621,14.89,60131.95,7995.43,162385,13.3,0.3703,Undervalued,Enterprise
860,421.97,237478,10.92,65684.97,9532.72,138539,14.51,0.4741,Undervalued,Large
861,3900.09,3343087,43.57,20038.68,9080.21,35462,45.31,0.5651,Overvalued,Small
862,2321.12,1009711,30.89,30269.8,17396.58,51688,57.47,0.5856,Overvalued,Medium
863,2669.51,3811584,8.44,62341.98,10648.24,169457,17.08,0.3679,Undervalued,Enterprise
864,2259.74,1719715,22.22,60363.13,9412.81,126783,15.59,0.4761,Fair Value,Large
865,2063.74,2690310,21.55,51126.7,8273.11,36407,16.18,1.4043,Fair Value,Small
866,2842.24,1727687,13.18,35690.91,16370.71,80380,45.87,0.444,Undervalued,Medium
867,860.68,1060612,24.6,91380.17,17911.63,151039,19.6,0.605,Fair Value,Enterprise
868,991.45,527387,19.94,34637.25,17079.53,56623,49.31,0.6117,Fair Value,Medium
869,4322.75,3746259,20.38,46106.3,13503.58,137550,29.29,0.3352,Fair Value,Large
870,4735.97,1644613,38.26,68133.27,2833.5,107769,4.16,0.6322,Overvalued,Large
871,1929.22,1397638,15.05,54759.12,5609.71,159098,10.24,0.3442,Fair Value,Enterprise
872,1426.65,4729988,33.88,35341.71,1016.65,103315,2.88,0.3421,Overvalued,Large
873,3255.6,2254174,30.68,44128.83,18623.4,98807,42.2,0.4466,Overvalued,Medium
874,2102.8,2530525,30.56,79653.6,13249.89,144352,16.63,0.5518,Overvalued,Large
875,224.39,3195010,34.84,28534.79,14952.62,92937,52.4,0.307,Overvalued,Medium
876,865.15,2556070,29.68,15083.27,6300.28,118170,41.77,0.1276,Fair Value,Large
877,3608.26,589626,44.57,32003.16,16928.51,168103,52.9,0.1904,Overvalued,Enterprise
878,3328.73,388859,35.4,85103.89,5266.11,155186,6.19,0.5484,Overvalued,Enterprise
879,232.77,4849766,29.61,9809.98,132.71,79972,1.35,0.1227,Fair Value,Medium
880,1187.66,1646236,42.34,99177.91,7590.66,189674,7.65,0.5229,Overvalued,Enterprise
881,1232.27,4101412,32.28,54559.29,11458.15,87836,21.0,0.6211,Overvalued,Medium
882,3392.27,2390870,18.1,98499.73,9626.23,5570,9.77,17.684,Fair Value,Small
883,196.58,694305,14.32,93960.65,17255.32,146125,18.36,0.643,Undervalued,Large
884,610.13,4357341,11.85,45828.56,2197.57,169679,4.8,0.2701,Undervalued,Enterprise
885,4019.59,3859834,45.48,20650.62,11121.09,93069,53.85,0.2219,Overvalued,Medium
886,974.87,2727988,36.96,17323.59,10308.29,91593,59.5,0.1891,Overvalued,Medium
887,3298.46,304366,47.18,24758.95,5699.72,6623,23.02,3.7383,Overvalued,Small
888,1267.1,602420,32.15,71303.13,16462.34,188362,23.09,0.3785,Overvalued,Enterprise
889,587.26,2351401,26.3,28022.05,15081.69,178933,53.82,0.1566,Fair Value,Enterprise
890,1291.54,1779161,7.69,34801.1,14683.9,31269,42.19,1.113,Undervalued,Small
891,3639.11,1138199,35.22,45429.1,17536.23,45741,38.6,0.9932,Overvalued,Small
892,4292.91,760902,31.2,91410.04,14483.41,154162,15.84,0.5929,Overvalued,Enterprise
893,4168.08,1638112,49.56,19749.95,4713.64,29761,23.87,0.6636,Overvalued,Small
894,2046.2,1826676,15.76,1497.63,14140.7,144591,944.21,0.0104,Fair Value,Large
895,3373.62,1470073,28.88,6949.54,6223.29,14557,89.55,0.4774,Fair Value,Small
896,1104.42,4253585,34.29,90571.87,4919.28,67700,5.43,1.3378,Overvalued,Medium
897,1536.42,1785996,34.01,65104.13,1552.77,103719,2.39,0.6277,Overvalued,Large
898,4492.05,3346417,30.26,28031.02,14906.17,76202,53.18,0.3679,Overvalued,Medium
899,163.71,802436,39.96,18542.06,14248.92,33185,76.85,0.5587,Overvalued,Small
